"","D_10_R1.sam","D_10_R2.sam","D_10_R3.sam","D_18_R1.sam","D_18_R2.sam","D_18_R3_T1.sam","D_18_R3.sam","D_18_R4.sam","D_25_R1.sam","D_25_R2.sam","D_25_R3.sam","D_34_R1.sam","D_34_R2_T1.sam","D_34_R2.sam","D_34_R3.sam","D_34_R4.sam","L_10_R1.sam","L_10_R2.sam","L_10_R3.sam","L_18_R1.sam","L_18_R2.sam","L_18_R3.sam","L_18_R4.sam","L_25_R1.sam","L_25_R2.sam","L_25_R3.sam","L_34_R1.sam","L_34_R2.sam","L_34_R3.sam","L_34_R4_T1.sam","L_34_R4_T2.sam","L_34_R4_T3.sam","L_34_R4.sam"
"MED134_08566",531,491,534,944,1037,690,1230,784,1095,888,917,797,750,1462,814,852,451,382,535,1080,491,781,653,982,980,903,1227,886,619,931,921,753,1221
"MED134_08571",970,937,1118,1600,1745,1448,2204,1246,1846,1358,1735,1374,1429,2554,1473,1447,700,584,978,1867,875,1357,1101,1376,1477,1536,1825,1369,1171,1405,1419,1274,1898
"MED134_08576",1036,1063,1092,2120,2511,2023,3065,1731,3026,2060,2719,2215,2417,4195,3209,2838,806,675,1137,2404,1256,1797,1587,2198,2435,2193,3346,2156,2404,2859,2760,2540,4455
"MED134_08581",2130,2174,1794,4163,4870,3212,5479,3078,5979,4205,6114,4886,4278,8995,6516,5529,1670,1378,1975,4516,2157,3290,2691,4412,4586,4185,7084,4738,4675,3720,3154,3433,8832
"MED134_08586",2794,3051,2819,4307,5282,3347,5304,3175,6801,4553,5466,3571,3656,6608,3963,3780,2284,1793,2925,4652,2545,3069,2865,5164,4999,4911,5223,3929,3266,4556,4606,4215,6406
"MED134_08591",2638,2796,2448,3744,4245,2914,4534,2824,5355,3407,4788,2971,2929,5673,4286,3496,2335,1780,2806,3922,2338,2990,2806,3766,3928,3610,4630,3193,3166,2553,2070,2402,5936
"MED134_08596",6080,6665,5266,8379,9635,6150,9860,5898,10389,7012,9523,4224,4756,8727,6333,5383,5353,4033,5713,8368,3977,5511,5169,8078,7712,7550,6349,4730,5217,7454,7210,6482,9892
"MED134_08601",728,800,893,1449,1342,1173,1764,1039,1300,824,940,1225,1421,2395,1922,1338,751,561,742,1378,669,928,1028,794,781,737,1785,1322,1222,1722,1697,1555,2609
"MED134_08606",1121,1220,1357,2014,1992,1570,2280,1349,1990,1264,1787,2065,2013,3678,3027,2194,1188,785,1160,1932,898,1241,1421,1188,1212,1246,2780,2054,1924,2607,2493,2299,3454
"MED134_08611",1180,1175,1154,2029,2089,1873,2662,1522,2223,1646,2192,1610,1748,2980,2319,1643,1034,805,1140,2120,1247,1503,1473,1652,1641,1718,1858,1376,1514,1914,1871,1682,2566
"MED134_08616",503,476,498,669,736,592,930,570,824,610,790,656,594,1171,1041,808,413,323,517,798,493,601,567,593,646,604,875,558,679,815,749,760,1129
"MED134_08621",288,350,301,538,634,500,719,421,965,529,848,800,816,1430,1105,809,259,170,299,582,314,370,363,608,590,599,1035,774,700,678,738,650,1333
"MED134_08626",436,454,364,741,774,502,810,434,882,630,955,708,594,1197,883,742,340,259,371,731,352,524,431,638,667,614,896,670,618,637,568,595,1047
"MED134_08631",52,57,93,83,106,95,137,68,162,130,223,194,211,405,268,237,26,35,91,105,65,114,74,121,134,167,276,221,196,282,283,254,342
"MED134_08636",264,244,250,382,442,291,458,243,652,468,707,562,524,1040,625,558,211,153,255,408,214,366,232,481,511,499,840,575,407,654,661,582,825
"MED134_08641",198,162,149,268,335,178,306,164,455,295,398,325,253,553,383,320,131,110,181,327,136,191,169,297,303,269,491,362,267,405,428,421,476
"MED134_08646",2692,2563,2289,4454,5092,2987,5169,2987,7819,5009,6894,5487,4873,9756,6516,6195,2097,1626,2610,4680,2241,3130,2727,5945,5612,5258,8297,6521,5362,7733,7776,6890,9986
"MED134_08651",107,118,79,290,314,169,336,166,548,359,582,888,637,1442,775,737,82,69,112,228,134,190,125,359,387,327,1197,750,596,576,502,507,1138
"MED134_08656",148,145,90,278,319,243,385,166,611,344,630,973,926,1712,946,682,94,63,95,244,121,169,133,398,335,351,1147,847,613,558,496,518,1135
"MED134_08661",114,122,159,263,277,212,327,202,342,230,351,273,281,514,288,258,102,88,205,252,130,187,157,263,217,259,421,318,236,233,287,273,381
"MED134_08666",620,647,849,924,1044,606,1133,632,1029,791,1049,793,705,1490,1198,1036,539,420,897,1018,530,723,557,835,870,781,1251,1071,869,1196,1129,962,1621
"MED134_08671",467,531,767,646,770,472,802,445,916,586,839,789,707,1391,1243,1036,404,295,723,721,400,472,428,645,700,651,1193,931,794,1150,1008,1020,1548
"MED134_08676",969,867,878,1343,1541,1008,1630,995,1606,1122,1368,955,840,1745,1457,1299,685,648,879,1429,718,1112,816,1247,1232,1143,1348,927,1030,1490,1507,1416,1983
"MED134_08681",1235,1264,1167,1643,1849,1374,2031,1177,2105,1330,1912,1169,1148,2031,1640,1352,969,698,1130,1755,852,1191,977,1521,1467,1452,1568,993,1024,1527,1511,1456,1866
"MED134_08686",702,853,1076,1174,1352,975,1513,895,1350,1122,1924,1283,1183,2303,2070,1533,595,509,961,1144,870,984,817,1073,1138,1357,1633,1379,1277,1557,1506,1490,2228
"MED134_08691",1170,1208,907,2157,2192,1602,2750,1436,2489,1809,2505,1418,1293,2701,2079,1767,982,749,1042,2066,1069,1530,1332,1952,1917,1754,2039,1462,1508,2026,2053,1925,3102
"MED134_08701",7569,7598,8765,10374,11637,7871,12455,8421,10361,11256,11514,7719,7716,14676,12467,12026,5218,5720,7714,11913,8079,10209,9820,10782,11510,11349,13315,10419,9350,11291,11394,9590,15916
"MED134_08706",632,754,639,1182,1370,1022,1442,905,1428,1060,1805,1103,1179,1985,1567,1114,474,390,648,1071,718,797,791,1082,1023,1073,1300,953,1003,1253,1313,1077,1597
"MED134_08711",1174,1265,1331,1400,1504,1076,1776,976,1600,1033,1581,1084,1108,2049,1409,1114,1025,778,1491,1434,712,922,880,1189,1162,1145,1412,1032,1019,1350,1322,1145,1888
"MED134_08716",1048,1263,1219,2060,2123,1965,2940,1458,1959,1372,2469,2045,2095,3815,3447,2475,943,726,1221,1994,1245,1569,1240,1333,1411,1448,2891,2077,2303,2960,3225,2672,4328
"MED134_08721",4576,4822,5261,11418,11833,9647,14957,7881,11140,7310,11096,10292,9609,18404,12277,10770,3808,3169,4854,10766,5752,8163,6700,6637,6725,6654,17548,12311,10191,10883,10264,9958,16137
"MED134_08726",696,827,835,2037,1998,1688,2476,1354,2413,1763,2349,2321,2375,4290,3266,2214,603,532,841,1871,945,1346,1331,1790,1778,1771,2368,1985,1916,2555,2522,2291,3513
"MED134_08736",3270,3203,2619,5578,6931,5034,7219,4368,8403,5571,8357,4927,5712,10159,6360,4834,2452,2058,3130,5476,2912,3779,3516,6573,5752,5605,6240,4605,4540,5851,5637,5187,8336
"MED134_08741",2194,2095,2769,3957,4520,3919,4946,3453,4908,4003,5031,2252,3184,4841,3474,2887,1702,1459,2510,4425,2391,4204,3662,3802,4210,5021,2985,2302,3253,3026,2881,2716,4043
"MED134_08746",1157,1197,1197,1767,2234,1264,2153,1340,2245,1711,2746,1477,1258,2629,2167,1641,933,720,1130,1703,956,1288,1049,1769,1542,1660,1728,1412,1366,1406,1044,1197,2309
"MED134_08751",181,184,216,360,412,376,525,248,394,246,426,173,201,313,210,186,177,129,202,322,182,246,233,259,245,236,290,185,174,180,167,166,316
"MED134_08756",4097,4433,3846,9430,8773,7412,12381,6120,9800,6223,9368,4193,4038,7881,7256,4305,3606,2730,4082,8643,4265,5649,5113,6193,6130,5822,4659,3514,3670,5619,5644,4942,7814
"MED134_08761",645,694,894,1289,1255,1015,1562,927,1107,885,1110,1427,1345,2609,2141,1906,843,793,1188,1635,901,1277,1229,992,1105,1133,2189,1624,1742,1938,1875,1775,2937
"MED134_08766",459,509,564,796,846,558,998,542,904,528,893,683,622,1206,1066,825,610,447,948,850,492,655,586,680,743,706,1036,757,739,913,815,824,1542
"MED134_08771",3831,3993,4136,7984,7897,5442,9475,5417,7805,6046,7609,4479,4028,8394,7110,5366,5940,4482,6948,9066,4925,6208,6491,6884,7119,6303,6806,5239,4971,7574,8058,6895,10331
"MED134_08776",781,782,745,1055,1119,785,1289,849,1108,844,1121,813,825,1468,1401,1033,884,567,737,1060,580,794,776,948,1056,965,1249,810,930,1040,998,973,1543
"MED134_08781",5146,4777,3680,7495,8850,6185,9369,6332,12186,8879,11729,5510,6316,11040,6293,7890,4000,3400,3720,7944,4189,6310,5189,10280,10437,9692,11735,7439,6368,10288,10071,9129,13658
"MED134_08786",1730,1641,1522,2670,3006,2156,3513,1969,4891,3499,4534,3390,3625,6709,3085,3319,1290,993,1604,2801,1640,2032,1751,4332,4196,4306,5235,4102,2688,4120,4168,3698,5756
"MED134_08791",641,558,605,976,1040,758,1185,790,1656,1259,1601,1475,1356,2705,1214,1314,493,424,645,1164,627,931,690,1486,1528,1674,2423,1635,1020,1282,1321,1283,1712
"MED134_08796",1698,1815,1588,2486,3024,1908,3022,1882,4055,2841,4049,3695,3253,6353,3336,2696,1482,991,1678,2519,1386,1754,1580,3532,3615,3449,4559,3741,2384,3403,3361,3016,4110
"MED134_08801",537,534,1072,1011,1327,1526,1742,1262,1477,1321,1306,1786,4507,5472,1990,1747,351,348,648,1778,731,2051,1999,1332,2180,3467,1761,1694,3402,2151,2042,1869,2480
"MED134_08806",646,695,696,955,1098,793,1193,696,1331,968,1488,1194,1156,2237,1438,1151,514,395,721,929,488,775,537,1087,1043,1106,1534,1106,966,1383,1320,1254,1869
"MED134_08811",845,898,757,1432,1633,1187,1636,1040,1957,1392,2003,1680,1770,3095,2215,1753,680,512,776,1386,782,996,1002,1618,1492,1556,2213,1822,1536,2038,1999,1825,2712
"MED134_08816",1211,1381,1291,2012,2362,1351,2545,1334,2868,1757,2365,2149,1974,3887,2896,2371,993,777,1280,1961,1014,1275,1126,2156,1962,1947,2633,2006,1954,2783,2796,2472,3704
"MED134_08821",1751,1732,1860,3202,3497,2462,3954,2271,3826,2878,3376,2851,2733,5198,3675,3607,1366,1124,1712,3398,1760,2629,2273,2974,3069,3086,3944,2939,2640,3596,3704,3165,4936
"MED134_08826",2863,3226,2771,4496,4810,3244,5009,3081,4948,3802,5229,3417,3243,6468,5778,4042,2652,1975,2893,4363,2489,3021,3293,3992,4098,3916,4072,3458,3609,5380,5235,4693,6908
"MED134_08831",941,1069,1028,1338,1378,904,1540,846,1627,1077,1328,1009,840,1680,1781,1313,807,556,1014,1362,793,918,931,1160,1198,1115,1362,913,1089,1626,1762,1491,2235
"MED134_08836",5221,5422,4497,7441,8596,5334,9257,5017,8387,5513,9148,7333,6087,12789,10725,7569,3827,3049,4912,7303,3979,5100,4320,6065,5746,5656,8116,6409,6146,8197,7768,7416,11722
"MED134_08841",2044,2455,2393,3360,3475,2490,3977,2309,2894,2284,3303,3152,2791,5259,4271,3528,1687,1405,2218,3123,1958,2512,2230,2175,2250,2308,4763,3270,2768,3604,3418,3312,5534
"MED134_08846",184,233,206,278,347,281,407,220,294,266,338,413,395,774,590,488,167,153,210,318,170,247,214,236,280,301,482,341,322,529,481,429,666
"MED134_08851",644,605,591,973,1148,892,1306,740,1437,946,1525,1813,1854,2941,2356,1726,472,352,559,1016,486,660,639,1087,999,921,2010,1457,1466,1935,1906,1846,2540
"MED134_08856",629,702,577,1267,1474,1054,1718,897,1748,1090,1784,1588,1464,2874,2159,1609,520,325,657,1234,705,809,803,1169,1103,1189,2084,1489,1422,1617,1581,1501,2687
"MED134_08861",417,436,375,878,1018,693,1204,611,1294,796,1151,938,762,1569,1120,904,369,245,416,878,487,533,526,817,774,818,1292,875,793,975,944,982,1489
"MED134_08866",111,133,126,198,235,237,306,168,273,187,305,258,273,422,329,273,91,73,127,183,103,145,138,215,179,205,362,242,245,262,217,214,378
"MED134_08871",62580,83039,85041,120267,95367,94343,150179,65144,69245,42996,68253,11493,9802,18454,22338,12681,48391,35418,53483,91945,50026,50559,67081,34499,35503,34868,8939,6024,7885,14800,14885,13361,19557
"MED134_08876",5546,6593,4738,8602,8527,6587,10590,5663,10205,7010,10098,5778,5350,9791,8885,8097,4437,3376,4622,8253,4846,5992,5375,6838,7243,7129,7568,5006,5894,6798,6277,6242,10310
"MED134_08881",1574,1975,1861,1877,2377,1962,2761,1565,3098,1816,2737,1179,1253,2115,1515,1076,1505,1141,1951,2024,1184,1564,1349,2069,2118,2047,1589,981,1013,1381,1253,1301,1971
"MED134_08886",2789,3509,2586,3316,3756,2709,4534,2359,4910,2848,4096,1884,1703,3532,2304,1581,2725,1828,3063,3120,1608,1951,2045,3463,3333,2977,2379,1605,1510,2372,2430,2144,3184
"MED134_08891",4467,4811,3120,5037,5700,3947,6387,3546,6859,4401,6362,2523,2528,5001,3195,2487,3997,2831,4052,5324,2152,3236,2980,5116,5006,4556,3138,2212,2135,3300,3432,3048,4577
"MED134_08896",5895,5743,6184,8007,9294,6414,9747,5898,10820,7538,10831,11226,11650,20484,14128,11155,4988,3951,6290,8571,4297,6764,5371,8242,8000,8216,15680,11213,11103,13984,13739,12363,18001
"MED134_08901",2007,1912,1956,2596,2858,2028,3034,2028,3115,2248,3179,2315,2187,3772,2888,2790,1769,1378,1963,2575,1532,2105,1763,2365,2318,2307,3990,2324,2345,3611,3860,3354,4436
"MED134_08906",7138,6541,6690,9519,9944,7070,11330,7164,10336,8372,10084,8422,7985,15675,11848,10580,5981,4906,6669,10073,5574,8044,6895,8390,9171,8594,13045,8690,8457,12058,12293,10758,16233
"MED134_08911",2774,2814,1982,4331,4575,3077,5266,2886,5497,3588,4910,3313,3015,6665,5047,4453,2660,1951,2514,4348,1944,2971,2585,4023,4058,3403,6444,3716,4472,6398,6384,5879,9003
"MED134_08916",9299,9916,9331,12214,13724,10611,14867,9187,12678,9095,12770,10921,12364,20300,15978,11312,7608,6012,9012,12281,6616,9160,8955,10073,9800,9565,14090,9812,10094,13416,13980,12354,17481
"MED134_08921",6214,5994,7028,7508,8006,6253,9221,5798,6279,5423,8524,1878,1916,3343,2981,2659,5785,4599,5949,7655,4635,6875,5950,4930,5948,5619,3242,1725,2207,2824,2601,2850,4279
"MED134_08926",6377,6167,8477,9151,8951,6601,10342,6569,8221,6979,9130,3537,3291,6450,5182,5084,5926,5208,6930,9556,5804,8069,7135,6586,7248,6916,6097,3569,4190,4615,4173,4072,7408
"MED134_08931",1140,1152,1255,1930,2152,1468,2687,1371,2142,1705,2487,1643,1478,2933,2408,2065,855,796,1036,2095,917,1717,1112,1715,2021,1854,2118,1346,1561,2143,2045,1881,3096
"MED134_08936",5741,6148,5287,7492,8768,6028,9055,5331,8598,5921,8331,5338,5802,10099,7595,5338,4318,3424,5151,7550,4133,4977,5611,6790,6206,6309,5770,4691,4667,6806,6843,6108,9157
"MED134_08941",3202,3494,3168,4839,5486,4111,5830,3599,6236,3977,5104,3524,3850,6612,5179,4213,2595,1992,3111,5083,2813,3360,3342,4573,4302,4161,4935,3405,3671,4706,4774,4337,6521
"MED134_08946",1867,2062,2118,2514,2982,2064,3421,1775,3347,2164,3004,2259,2071,4105,3014,2421,1685,1307,2033,2819,1506,2104,1716,2350,2291,2396,2868,1846,1934,3096,3077,2698,3754
"MED134_08951",918,1070,1016,1119,1372,1016,1620,755,1454,922,1686,1482,1406,2785,2038,1439,703,544,1012,1038,708,901,699,958,989,1213,1405,1160,1133,1513,1377,1312,2152
"MED134_08956",2693,2810,2623,4138,4437,3171,5089,2799,5271,3312,4633,2900,2754,5299,3673,2986,2044,1474,2643,4199,2266,2725,2664,3796,3401,3496,3825,2814,2499,3818,3954,3461,5086
"MED134_08961",3294,3853,3180,4767,5032,3512,5645,3244,5684,3494,5105,3639,3265,6286,4964,3485,3024,2148,3329,4616,2435,3079,3010,3951,3782,3707,4642,3103,3171,4333,4346,4094,5910
"MED134_08966",2803,2820,2366,3769,3868,2925,4577,2591,3598,2576,3756,3107,3009,5568,4083,2841,2386,1805,2384,3611,1658,2408,2301,2703,2666,2446,3357,2463,2557,3489,3634,3172,4761
"MED134_08971",1498,1800,1697,5741,4103,6173,9965,3246,4129,2506,4046,872,811,1552,1675,662,1549,1186,1645,4559,2852,2574,3685,1895,2068,1990,605,494,479,864,937,830,1389
"MED134_08976",650,724,604,1128,1125,1062,1687,672,841,517,908,394,427,756,552,293,390,377,683,919,496,493,648,509,437,429,275,314,236,400,394,327,499
"MED134_08981",14437,15209,13404,22530,25686,16309,26155,15312,31208,20156,27943,17541,16211,31738,24183,21025,12521,9116,13979,22721,11401,15431,14686,22994,22473,20844,25458,18464,18917,27613,28147,24777,34071
"MED134_08986",4243,4265,3659,8221,8640,5864,9297,5252,10512,7064,8714,9732,8191,16746,12318,11975,3124,2577,3468,7929,3999,5316,4732,7485,7082,5922,14757,8632,8795,12509,12798,11605,17884
"MED134_08991",2002,1949,2846,2728,2733,2264,3397,2136,1999,1512,2084,837,876,1603,1889,1586,1680,1452,2218,2931,1755,2500,2039,1576,1687,1575,1095,754,1145,1420,1421,1302,2349
"MED134_08996",1607,1866,1766,2399,2807,2259,3096,1626,2843,1787,2848,1907,2043,3302,2936,2416,1390,1029,1722,2241,1387,1844,1542,2096,2071,2164,2510,1750,1924,2956,2929,2766,3786
"MED134_09001",3394,4258,3544,5918,5370,4742,6744,3509,6064,3531,5365,3795,4065,6694,5396,3765,3080,2009,3588,4751,2924,3126,3801,3586,3631,3693,4321,3319,3095,4686,4770,4654,6982
"MED134_09006",7330,8639,6851,13868,13173,10761,15840,8012,14955,8259,13725,9803,9158,16698,14888,9372,7555,5010,7389,11925,6256,7705,7810,8298,8256,8300,10369,7304,7729,10593,10584,10069,15034
"MED134_09011",755,763,820,1119,1235,980,1458,971,1649,1055,1388,1001,1036,1794,973,924,549,528,855,1304,702,985,757,1168,1097,1207,1415,836,684,908,869,892,1389
"MED134_09016",2375,2485,2401,3854,4131,2771,4375,2700,4559,3084,3601,2612,2374,4735,2991,2833,1895,1524,2554,4036,2158,2825,2743,3385,3498,3230,3455,2342,2032,2786,2787,2475,3858
"MED134_09021",2933,2932,2346,3999,4420,3020,4607,2721,4683,3029,4066,2621,2570,4775,3256,2450,2393,1592,2725,3976,2037,2469,2585,3527,3188,3114,2871,2338,2144,2815,3000,2628,3977
"MED134_09026",1505,1502,1389,2162,2313,1244,2273,1421,2225,1736,2215,1434,1239,2541,1799,1589,1177,978,1384,2053,1178,1678,1616,1736,1827,1708,1900,1620,1331,1770,1637,1513,2318
"MED134_09031",2185,2194,1860,2990,3436,2348,3649,2281,4266,2712,3764,2312,2236,4237,2678,2157,1621,1239,2019,2968,1570,2058,1745,3081,2821,2737,3073,2382,1963,2701,2791,2567,3540
"MED134_09036",1925,2057,2018,2688,3048,2202,3334,1950,3296,2400,3339,2133,2079,3897,2298,1984,1458,1180,2144,2710,1420,2128,1634,2380,2415,2438,2952,2078,1633,2047,2021,1986,3064
"MED134_09041",1011,1149,1672,1550,1671,1282,1903,1087,1682,1157,1505,1936,1863,3514,2488,2102,900,724,1261,1601,859,1256,1195,1173,1154,1267,2820,2012,2043,1675,1433,1526,2792
"MED134_09046",14787,16901,16336,16309,15313,12457,19956,11386,5311,3141,4817,8763,8382,16503,13204,9589,12781,9521,15612,14942,7385,9406,8809,3577,3487,3446,12335,7996,8931,12861,12763,11552,17440
"MED134_09051",4231,4629,2868,4495,4288,3901,5256,3682,1433,1078,1557,1273,1181,2066,1728,2131,3738,2733,3384,4464,2772,3629,3110,970,1104,1099,2509,1230,1445,1989,1684,1765,3557
"MED134_09056",2068,2481,2505,3865,3566,3670,4842,2892,3349,2746,4062,5525,5855,10143,7829,6143,1644,1458,2270,3920,2869,3438,3380,2433,2654,2947,7740,5511,5223,4808,3728,4279,8793
"MED134_09061",1229,1265,1142,2003,2456,1625,2633,1394,3520,1958,2555,1572,1225,2480,2215,1676,940,731,1113,2197,1084,1455,1252,2244,2331,2095,2315,1335,1344,2199,2084,1990,2997
"MED134_09066",44553,46791,37917,71158,77676,47845,85168,48713,107301,67530,84457,62503,51073,107417,77454,66674,39427,30142,37708,73576,32733,48196,39240,84815,82212,68017,88820,53779,53869,81024,85404,76208,108197
"MED134_09071",24061,22971,16636,35784,39173,23133,41343,24335,49901,36869,42273,27823,22019,46848,34907,33901,21133,16490,17669,36515,16280,25798,19957,44176,44113,35098,42307,25847,25769,41333,42607,38232,52361
"MED134_09076",1274,1390,1064,1876,2290,1681,2404,1394,2735,1699,2401,1065,1199,2031,1129,1199,842,699,1109,1804,1038,1187,1196,2044,1815,1806,1648,1072,989,1325,1368,1181,1768
"MED134_09081",851,885,775,1145,1612,1105,1542,915,1864,1181,1600,929,892,1661,1011,1102,576,567,866,1301,639,901,727,1384,1319,1315,1441,832,845,1192,1234,1119,1475
"MED134_09091",10809,11135,7777,11801,14006,9282,14358,8190,14580,9040,13953,7421,7807,14335,9708,7930,8242,6167,8767,12052,6178,7801,7569,11399,10415,9675,10788,7375,7043,9742,9901,8861,14158
"MED134_09096",7500,7818,6183,6049,7178,4868,7422,4338,7844,4696,6908,5288,5152,9279,3662,2802,5984,4411,6603,6268,3076,4343,3542,5891,5365,5339,6877,5123,2363,3155,3080,2940,4547
"MED134_09101",12521,14177,10474,20990,24622,16487,25022,13480,27872,16726,27952,17558,18181,33192,26081,19372,8909,7136,13213,18765,10878,10755,12818,19680,17252,15705,23565,19457,18874,27489,27685,24177,37053
"MED134_09106",2727,3034,2727,4309,4828,3387,5351,2981,6374,3910,5797,3729,3401,6589,4682,3616,2227,1623,2949,4184,2296,2862,2697,4267,4065,4073,4516,3303,3064,3652,3336,3332,5662
"MED134_09111",4292,4832,3578,7307,8170,5329,8749,4928,12083,6936,10067,8323,7414,14680,10484,7793,3860,2677,4192,7045,3492,4219,4397,8965,7953,7495,10681,8003,7208,9374,8979,8552,13720
"MED134_09116",121055,145327,106505,202425,221544,131258,250741,119717,247213,131548,190264,124090,99756,225879,175309,127538,109098,81022,116206,190046,78058,96943,89510,164231,150202,130063,156788,100438,105982,163529,160646,144194,223845
"MED134_09121",1787,2041,1891,3197,3588,2614,3899,2133,5148,3060,4696,3476,3223,5947,4237,3264,1407,978,1855,3134,1755,2043,1835,3178,3163,3470,4277,3276,2622,2838,2280,2557,5239
"MED134_09126",3610,4291,2623,6570,7078,4790,8088,4119,8285,5248,8822,7009,6096,12392,8960,5843,2892,2156,3172,5833,2845,3835,3719,6025,5211,5418,7359,6121,5386,6776,6507,6130,9634
"MED134_09131",366,383,349,843,997,538,1022,562,1317,830,1187,1098,913,1823,1516,1167,298,262,345,834,403,579,527,1014,907,832,1399,979,1079,1277,1322,1150,1785
"MED134_09141",1382,1525,1748,1942,2048,1633,2294,1355,2205,1581,2217,1800,1802,3093,2741,2043,1079,870,1660,2010,1166,1579,1350,1657,1676,1762,2262,1598,1692,2309,2277,2069,3088
"MED134_09146",3790,3744,3776,5623,6080,4855,6910,3884,5955,3661,5651,4186,4288,7850,6128,3778,2974,2424,3830,5613,2766,3724,3526,4119,3961,3986,4179,3066,3371,4468,4186,3978,6302
"MED134_09151",2696,2756,2805,3879,4010,2562,4554,2625,3800,2810,3527,2698,2364,4642,4077,3497,2301,1782,2839,4144,2103,2850,2649,2805,3031,3052,3950,3011,3058,3650,3608,3392,5031
"MED134_09156",6643,7834,6429,11562,12605,8515,13497,7607,17187,9927,13595,13307,13066,24726,15153,11951,6056,4179,6960,11332,5621,7012,7189,11569,10659,10977,18975,14252,12393,14703,14479,13288,20231
"MED134_09161",3198,3609,2790,5450,6530,5111,7690,4031,9582,5379,8225,7491,7453,13823,4861,4279,2419,1743,3226,5142,2656,3563,2788,6430,5724,5769,10555,9652,4169,4985,4795,4344,6560
"MED134_09166",187,198,235,271,270,238,356,203,257,199,238,232,194,390,254,219,154,118,281,237,173,189,160,181,191,224,301,246,194,261,260,233,358
"MED134_09171",130,131,163,291,303,238,398,209,311,264,279,385,384,694,394,432,165,90,172,305,158,237,201,268,266,292,539,361,353,470,472,436,629
